Problem Name,AC Rate,Language,Difficulty,Topics,Solved,Attempt,Error Messages,Status Runtime,Memory MB,Runtime Percentile,Memory Percentile
apply-operations-to-make-all-array-elements-equal-to-zero,32.05993643105797,PHP,Medium,"['Array', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-all-array-elements-equal-to-zero,32.05993643105797,Python2,Medium,"['Array', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-all-array-elements-equal-to-zero,32.05993643105797,Python3,Medium,"['Array', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-all-array-elements-equal-to-zero,32.05993643105797,Racket,Medium,"['Array', 'Prefix Sum']",False,,"{'0': 'Compile Error', '1': 'Compile Error', '2': 'Compile Error'}",,,,
apply-operations-to-make-all-array-elements-equal-to-zero,32.05993643105797,Ruby,Medium,"['Array', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-all-array-elements-equal-to-zero,32.05993643105797,Rust,Medium,"['Array', 'Prefix Sum']",True,1,{'0': 'Wrong Answer'},9 ms,3.177642822265625,100.0,100.0
apply-operations-to-make-all-array-elements-equal-to-zero,32.05993643105797,Scala,Medium,"['Array', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-all-array-elements-equal-to-zero,32.05993643105797,Swift,Medium,"['Array', 'Prefix Sum']",True,0,{},1157 ms,18.85986328125,100.0,100.0
apply-operations-to-make-all-array-elements-equal-to-zero,32.05993643105797,TypeScript,Medium,"['Array', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,C,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,C#,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,C++,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Dart,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Elixir,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Compile Error', '1': 'Wrong Answer', '2': 'Compile Error'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Erlang,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Runtime Error'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Go,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Java,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,JavaScript,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Kotlin,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,PHP,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Python2,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Python3,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Racket,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Compile Error', '2': 'Compile Error'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Ruby,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Rust,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Scala,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,Swift,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Compile Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
apply-operations-to-make-two-strings-equal,25.68585007764341,TypeScript,Medium,"['String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,C,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,C#,Medium,"['Array', 'Stack', 'Monotonic Stack']",True,0,{},91 ms,42.438507080078125,92.8571,71.42840000000001
beautiful-towers-i,43.005622056718465,C++,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Compile Error'}",,,,
beautiful-towers-i,43.005622056718465,Dart,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,Elixir,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Compile Error', '2': 'Compile Error'}",,,,
beautiful-towers-i,43.005622056718465,Erlang,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Runtime Error'}",,,,
beautiful-towers-i,43.005622056718465,Go,Medium,"['Array', 'Stack', 'Monotonic Stack']",True,0,{},17 ms,3.643035888671875,42.857000000000006,85.7143
beautiful-towers-i,43.005622056718465,Java,Medium,"['Array', 'Stack', 'Monotonic Stack']",True,0,{},51 ms,42.01507568359375,61.666099999999915,76.25
beautiful-towers-i,43.005622056718465,JavaScript,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,Kotlin,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,PHP,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,Python2,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,Python3,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,Racket,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Compile Error', '1': 'Compile Error', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,Ruby,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,Rust,Medium,"['Array', 'Stack', 'Monotonic Stack']",True,0,{},6 ms,2.086639404296875,66.66660000000002,83.33330000000001
beautiful-towers-i,43.005622056718465,Scala,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,Swift,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-i,43.005622056718465,TypeScript,Medium,"['Array', 'Stack', 'Monotonic Stack']",True,0,{},160 ms,54.2144775390625,100.0,100.0
beautiful-towers-ii,33.8785536682544,C,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,C#,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,C++,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,Dart,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Time Limit Exceeded'}",,,,
beautiful-towers-ii,33.8785536682544,Elixir,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,Erlang,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Runtime Error'}",,,,
beautiful-towers-ii,33.8785536682544,Go,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,Java,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Time Limit Exceeded'}",,,,
beautiful-towers-ii,33.8785536682544,JavaScript,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,Kotlin,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,PHP,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,Python2,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,Python3,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,Racket,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Runtime Error', '1': 'Compile Error', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,Ruby,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Time Limit Exceeded'}",,,,
beautiful-towers-ii,33.8785536682544,Rust,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,Scala,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,Swift,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
beautiful-towers-ii,33.8785536682544,TypeScript,Medium,"['Array', 'Stack', 'Monotonic Stack']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Time Limit Exceeded'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,C,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,C#,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,C++,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Dart,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Elixir,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Compile Error', '2': 'Compile Error'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Erlang,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Runtime Error', '1': 'Compile Error', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Go,Medium,"['Array', 'Dynamic Programming', 'Greedy']",True,1,{'0': 'Wrong Answer'},31 ms,5.077362060546875,40.0,40.0
check-if-it-is-possible-to-split-array,33.33169990689469,Java,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Runtime Error', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,JavaScript,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Kotlin,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,PHP,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Python2,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Python3,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Racket,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Compile Error', '1': 'Compile Error', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Ruby,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Time Limit Exceeded', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Rust,Medium,"['Array', 'Dynamic Programming', 'Greedy']",True,0,{},46 ms,2.140045166015625,25.0,25.0
check-if-it-is-possible-to-split-array,33.33169990689469,Scala,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,Swift,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-it-is-possible-to-split-array,33.33169990689469,TypeScript,Medium,"['Array', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,C,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},16 ms,7.976531982421875,16.66650000000002,100.0
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,C#,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},74 ms,48.816680908203125,63.63639999999999,45.45460000000001
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,C++,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},51 ms,18.06640625,76.57660000000001,47.14720000000003
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Dart,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},342 ms,145.60699462890625,100.0,100.0
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Elixir,Medium,"['Hash Table', 'String', 'Sorting']",False,,"{'0': 'Compile Error', '1': 'Runtime Error', '2': 'Runtime Error'}",,,,
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Erlang,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},669 ms,121.09375,100.0,100.0
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Go,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},63 ms,6.381988525390625,44.73659999999999,55.263099999999994
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Java,Medium,"['Hash Table', 'String', 'Sorting']",True,1,{'0': 'Runtime Error'},14 ms,44.269561767578125,33.33349999999999,13.194499999999994
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,JavaScript,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},143 ms,58.929443359375,37.93059999999995,10.344299999999958
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Kotlin,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},286 ms,37.3992919921875,33.33339999999999,100.0
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,PHP,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},69 ms,19.55413818359375,100.0,100.0
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Python2,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},256 ms,15.735626220703125,42.85680000000002,57.14270000000001
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Python3,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},219 ms,17.03643798828125,35.0,74.5
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Racket,Medium,"['Hash Table', 'String', 'Sorting']",True,1,{'0': 'Wrong Answer'},283 ms,123.23379516601562,100.0,100.0
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Ruby,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},670 ms,229.705810546875,100.0,100.0
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Rust,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},13 ms,4.119873046875,88.8889,22.222300000000004
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Scala,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},1128 ms,68.24493408203125,100.0,100.0
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,Swift,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},146 ms,15.148162841796875,100.0,100.0
check-if-strings-can-be-made-equal-with-operations-ii,54.94242057624233,TypeScript,Medium,"['Hash Table', 'String', 'Sorting']",True,0,{},139 ms,55.1300048828125,100.0,50.0
collecting-chocolates,32.52181763466747,C,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,C#,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,C++,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Dart,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Elixir,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Erlang,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Runtime Error'}",,,,
collecting-chocolates,32.52181763466747,Go,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Compile Error', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Java,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,JavaScript,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Kotlin,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,PHP,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Python2,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Python3,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Racket,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Compile Error', '2': 'Compile Error'}",,,,
collecting-chocolates,32.52181763466747,Ruby,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Rust,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Scala,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,Swift,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
collecting-chocolates,32.52181763466747,TypeScript,Medium,"['Array', 'Enumeration']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
construct-product-matrix,30.262841332852158,C,Medium,"['Array', 'Matrix', 'Prefix Sum']",False,,"{'0': 'Compile Error', '1': 'Runtime Error', '2': 'Time Limit Exceeded'}",,,,
construct-product-matrix,30.262841332852158,C#,Medium,"['Array', 'Matrix', 'Prefix Sum']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
construct-product-matrix,30.262841332852158,C++,Medium,"['Array', 'Matrix', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
construct-product-matrix,30.262841332852158,Dart,Medium,"['Array', 'Matrix', 'Prefix Sum']",False,,"{'0': 'Runtime Error', '1': 'Runtime Error', '2': 'Wrong Answer'}",,,,
construct-product-matrix,30.262841332852158,Elixir,Medium,"['Array', 'Matrix', 'Prefix Sum']",False,,"{'0': 'Runtime Error', '1': 'Time Limit Exceeded', '2': 'Wrong Answer'}",,,,
construct-product-matrix,30.262841332852158,Erlang,Medium,"['Array', 'Matrix', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Compile Error'}",,,,
construct-product-matrix,30.262841332852158,Go,Medium,"['Array', 'Matrix', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Compile Error'}",,,,
construct-product-matrix,30.262841332852158,Java,Medium,"['Array', 'Matrix', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
construct-product-matrix,30.262841332852158,JavaScript,Medium,"['Array', 'Matrix', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
